POCO;Recebidos;Geoquímica de rocha;Geoquímica de fluido;Dados de rocha e fluido;CADASTRO;OPERADOR;POCO_OPERADOR;ESTADO;BACIA;BLOCO;SIG_CAMPO;CAMPO;TERRA_MAR;POCO_POS_ANP;TIPO;CATEGORIA;RECLASSIFICACAO;SITUACAO;INICIO;TERMINO;CONCLUSAO;TITULARIDADE;LATITUDE_BASE_4C;LONGITUDE_BASE_4C;LATITUDE_BASE_DD;LONGITUDE_BASE_DD;DATUM_HORIZONTAL;TIPO_DE_COORDENADA_DE_BASE;DIRECAO;PROFUNDIDADE_VERTICAL_M;PROFUNDIDADE_SONDADOR_M;PROFUNDIDADE_MEDIDA_M;REFERENCIA_DE_PROFUNDIDADE;MESA_ROTATIVA;COTA_ALTIMETRICA_M;LAMINA_D_AGUA_M;DATUM_VERTICAL;UNIDADE_ESTRATIGRAFICA;GEOLOGIA_GRUPO_FINAL;GEOLOGIA_FORMACAO_FINAL;GEOLOGIA_MEMBRO_FINAL;CDPE;AGP;PC;PAG;PERFIS_CONVENCIONAIS;DURANTE_PERFURACAO;PERFIS_DIGITAIS;PERFIS_PROCESSADOS;PERFIS_ESPECIAIS;AMOSTRA_LATERAL;SISMICA;TABELA_TEMPO_PROFUNDIDADE;DADOS_DIRECIONAIS;TESTE_A_CABO;TESTE_DE_FORMACAO;CANHONEIO;TESTEMUNHO;GEOQUIMICA;SIG_SONDA;NOM_SONDA;ATINGIU_PRESAL;DHA_ATUALIZACAO
7-MXL-11HP-SPS;x;;;;86316024307;Petrobras;7MXL11HPSPS;SP;Santos;BS-400;MXL  ;MEXILHÃO;M;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE GÁS NATURAL;PRODUZINDO;40116;40138;40151;Público;-24:29:07,287;-44:11:45,219;-24.4853575;-44.19589417;SIRGAS2000;Definitiva;Horizontal;-4934.3;6060;6060;MR;25;0;489;NM;;;;;Existe;;;;;Existe;;;;;;;Existe;;;;;;SS-39;ALASKAN STAR;N;44899.20838
7-MXL-13H-SPS;x;;;;86316024411;Petrobras;7MXL13HSPS;SP;Santos;BS-400;MXL  ;MEXILHÃO;M;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE GÁS NATURAL E CONDENSADO;ABANDONADO PERMANENTEMENTE;40160;40210;40211;Público;-24:29:54,523;-44:13:10,972;-24.49847861;-44.21971444;SIRGAS2000;Definitiva;Horizontal;-4930.1;6100;6100;MR;25;0;483;NM;;;;;Existe;;;;Existe;Existe;;;;;;;Existe;;;;;;SS-39;ALASKAN STAR;N;44899.20838
7-MXL-17HPA-SPS;x;;;;86316026357;Petrobras;7MXL17HPASPS;SP;Santos;;MXL  ;MEXILHÃO;M;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE GÁS NATURAL E CONDENSADO;PRODUZINDO;41081;41113;41165;Público;-24:28:41,985;-44:12:39,469;-24.47832917;-44.21096361;SIRGAS2000;Definitiva;Horizontal;-4718.3;5800;5800;MR;23;0;471;NM;;;;;Existe;;;;;Existe;;;;;;;Existe;;;;;;SS-45;ATLANTIC STAR;N;44899.20838
7-MXL-18HA-SPS;x;;;x;86316028003;Petrobras;7MXL18HASPS;SP;Santos;;MXL  ;MEXILHÃO;M;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE GÁS NATURAL E CONDENSADO;PRODUZINDO;42008;42019;42093;Público;-24:29:05,810;-44:12:32,144;-24.48494722;-44.20892889;SIRGAS2000;Definitiva;Horizontal;-4856.38;5830;5830;MR;23;0;479;NM;;Frade;Itajaí-Açu;Ilha Bela;Existe;;;;;Existe;;;;;;;Existe;;;;;;SS-45;ATLANTIC STAR;N;44899.20838
7-MXL-18H-SPS;x;;;;86316027843;Petrobras;7MXL18HSPS;SP;Santos;;MXL  ;MEXILHÃO;M;S;7;Desenvolvimento;ABANDONADO POR OUTRAS RAZÕES;ABANDONADO PERMANENTEMENTE;41896;41963;42009;Público;-24:29:05,810;-44:12:32,144;-24.48494722;-44.20892889;SIRGAS2000;Definitiva;Horizontal;-4856.38;5830;5830;MR;23;0;479;NM;;Frade;Itajaí-Açu;Ilha Bela;Existe;;;;;Existe;;;;;;;Existe;Existe;;;;;SS-45;ATLANTIC STAR;N;44899.20838
7-NA-53D-RJS;x;;;x;7.4281E+11;Petrobras;7NA  0053D RJS;RJ;Campos;NA;NA   ;NAMORADO;M;N;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;FECHADO;32479;32511;32511;Público;-22:27:02,747;-40:24:42,115;-22.45076306;-40.41169861;SIRGAS2000;Definitiva;Direcional;;3352;;MR;42;;170;NM;;;;;;;Existe;;Existe;;Existe;;;;;;Existe;;;;;;SM-9                          ;;I;44899.20838
7-SLL-5-RJS;x;;;;74316029121;Petrobras;7SLL5RJS;RJ;Santos;;STUP ;SUL DE TUPI;M;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;PRODUZINDO;43073;43125;43143;Público;-25:40:17,616;-42:49:37,839;-25.67156;-42.8271775;SIRGAS2000;Definitiva;Vertical;-5175.3;5209;5211.3;MR;31.5;0;2173.5;NM;;Guaratiba;Barra Velha;;Existe;;;;Existe;Existe;;Existe;;;;;Existe;Existe;;Existe;;;NS-41;ODN I;S;44899.20838
2-BMST-1-ES;x;;;;3.427E+11;;2BMST0001  ES;ES;Espírito Santo;Brasil;;;T;N;2;Estratigráfico;SECO SEM INDÍCIOS;DEVOLVIDO;21982;22018;22018;Público;-18:28:58,473;-39:44:28,929;-18.48290917;-39.74136917;SIRGAS2000;Definitiva;Vertical;;1350.1;;MR;13.69999;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;;SC-53;SONDA CONVENCIONAL 53;;44899.20838
2-CBST-1-ES;x;;;;3.427E+11;;2CBST0001  ES;ES;Espírito Santo;Brasil;;;T;N;2;Estratigráfico;SECO SEM INDÍCIOS;DEVOLVIDO;21759;21852;21852;Público;-18:35:13,579;-39:43:52,866;-18.58710528;-39.73135167;SIRGAS2000;Definitiva;Vertical;;1717.3;;MR;6.7;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;;SC-53;SONDA CONVENCIONAL 53;;44899.20838
2-CBST-2-ES;x;;;;3.427E+11;;2CBST0002  ES;ES;Espírito Santo;Brasil;;;T;N;2;Estratigráfico;SECO SEM INDÍCIOS;DEVOLVIDO;21899;21928;21928;Público;-18:36:48,959;-39:47:34,010;-18.61359972;-39.79278056;SIRGAS2000;Definitiva;Vertical;;1343.5;;MR;34;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;;SC-53;SONDA CONVENCIONAL 53;;44899.20838
2-ESS-48A-ES;x;;;;3.4271E+11;;2ESS 0048A ES;ES;Espírito Santo;Brasil;;;M;N;2;Estratigráfico;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;29592;29657;29657;Público;-19:35:34,300;-38:13:45,117;-19.59286111;-38.22919917;SIRGAS2000;Definitiva;Vertical;;3197;;MR;26.39999;;69;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;;P-3;PETROBRAS III;;44899.20838
2-ESS-48-ES;x;;;;3.4271E+11;;2ESS 0048  ES;ES;Espírito Santo;Brasil;;;M;N;2;Estratigráfico;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;29577;29582;29582;Público;-19:35:34,300;-38:13:45,117;-19.59286111;-38.22919917;SIRGAS2000;Definitiva;Vertical;;512;;MR;26;;65;NM;;;;;;;;;;;;;;;;;;;;;;;P-3;PETROBRAS III;;44899.20838
2-FRD-1-ES;x;;;;3.427E+11;;2FRD 0001  ES;ES;Espírito Santo;Brasil;;;T;N;2;Estratigráfico;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;DEVOLVIDO;25048;25154;25154;Público;-19:33:17,401;-39:50:01,308;-19.55483361;-39.83369667;SIRGAS2000;Definitiva;Vertical;;3135.5;;MR;7.69999;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-29;SONDA CONVENCIONAL 29;;44899.20838
2-FRD-2-ES;x;;;;3.427E+11;;2FRD 0002  ES;ES;Espírito Santo;Brasil;;;T;N;2;Estratigráfico;SECO SEM INDÍCIOS;DEVOLVIDO;25210;25239;25239;Público;-19:31:55,041;-39:52:27,141;-19.53195583;-39.87420583;SIRGAS2000;Definitiva;Vertical;;1394.8;;MR;9.6;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;;SC-29;SONDA CONVENCIONAL 29;;44899.20838
2-NST-1-ES;x;;;x;3.427E+11;;2NST 0001  ES;ES;Espírito Santo;Brasil;;;T;N;2;Estratigráfico;SECO SEM INDÍCIOS;DEVOLVIDO;24658;24771;24771;Público;-18:57:11,562;-39:45:45,781;-18.95321167;-39.76271694;SIRGAS2000;Definitiva;Vertical;;3539.6;;MR;5.9;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-29;SONDA CONVENCIONAL 29;;44899.20838
4-BRSA-536-ES;x;;;;34270022595;Petrobras;4NMO3ES;ES;Espírito Santo;ES-T-418;MOSN ;MOSQUITO NORTE;T;S;4;Pioneiro Adjacente;SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL;DEVOLVIDO;39365;39374;39376;Público;-18:58:11,446;-39:49:50,524;-18.96984611;-39.83070111;SIRGAS2000;Definitiva;Vertical;-1693.4;1701;1702.8;MR;9.4;5;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;Existe;;;;;;SC-77;SONDA CONVENCIONAL 77;;44899.20838
4-BRSA-581-ESS;x;;;x;34271022816;3R Petroleum Off;4PER4ESS;ES;Espírito Santo;PER;PER  ;PEROÁ;M;S;4;Pioneiro Adjacente;PORTADOR DE GÁS NATURAL;ABANDONADO PERMANENTEMENTE;39486;39526;39565;Público;-19:33:03,099;-39:14:35,376;-19.55086083;-39.24316;SIRGAS2000;Definitiva;Vertical;-3050;3076;3076;MR;25;0;69;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;Existe;Existe;;Existe;Existe;Existe;;;;P-5;PETROBRAS V;N;44899.20838
4-BRSA-620-ESS;x;;;x;34271023058;3R Petroleum Off;4PER5ESS;ES;Espírito Santo;PER;PER  ;PEROÁ;M;S;4;Pioneiro Adjacente;PRODUTOR SUBCOMERCIAL DE PETRÓLEO E GÁS NATURAL;ABANDONADO PERMANENTEMENTE;39597;39624;39663;Público;-19:34:14,822;-39:14:20,829;-19.57078389;-39.23911917;SIRGAS2000;Definitiva;Vertical;-3110;3142;3143;MR;33;0;69;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;Existe;Existe;;Existe;Existe;;;;;P-37;PETROBRAS XXXVII;N;44899.20838
4-ESS-89-ES;x;;;x;3.4271E+11;3R Petroleum Off;4ESS 0089  ES;ES;Espírito Santo;PER;PER  ;PEROÁ;M;N;4;Pioneiro Adjacente;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;36185;36186;36186;Público;-19:33:52,134;-39:15:14,431;-19.56448167;-39.25400861;SIRGAS2000;Definitiva;Vertical;;174;;MR;27;;67;NM;;;;;;Existe;;;;;;;;;;;;;;;;Existe;P-3;PETROBRAS III;;44899.20838
4-FQ-10-ES;x;;;;3.427E+11;Seacrest SPE Cricaré;4FQ  0010  ES;ES;Espírito Santo;FC;FC   ;FAZENDA CEDRO;T;N;4;Pioneiro Adjacente;SECO SEM INDÍCIOS;DEVOLVIDO;31783;31789;31789;Público;-18:57:58,305;-39:49:33,904;-18.96619583;-39.82608444;SIRGAS2000;Definitiva;Vertical;0;1565;0;MR;11;0;0;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;;SC-91;SONDA CONVENCIONAL 91;I;44899.20838
4-FQ-11-ES;x;;;;3.427E+11;Seacrest SPE Cricaré;4FQ  0011  ES;ES;Espírito Santo;FC;FC   ;FAZENDA CEDRO;T;N;4;Pioneiro Adjacente;SECO SEM INDÍCIOS;DEVOLVIDO;31834;31841;31841;Público;-18:57:52,218;-39:48:14,243;-18.964505;-39.80395639;SIRGAS2000;Definitiva;Vertical;0;1837;0;MR;11;0;0;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;;SC-91;SONDA CONVENCIONAL 91;I;44899.20838
4-FQ-55-ES;x;;;;3.427E+11;Seacrest SPE Cricaré;4FQ  0055  ES;ES;Espírito Santo;FC;FC   ;FAZENDA CEDRO;T;N;4;Pioneiro Adjacente;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ARRASADO;35954;35972;35972;Público;-18:59:15,489;-39:48:43,711;-18.98763583;-39.81214194;SIRGAS2000;Definitiva;Vertical;0;1749;0;MR;7;0;0;NM;;;;;;Existe;Existe;;;;Existe;;Existe;;;;;;;;;Existe;SC-94;SONDA CONVENCIONAL 94;I;44899.20838
4-FSL-4-ES;x;;;;3.427E+11;Petrobras;4FSL 0004  ES;ES;Espírito Santo;FSL;FSL  ;FAZENDA SANTA LUZIA;T;N;4;Pioneiro Adjacente;DESCOBRIDOR DE NOVA JAZIDA PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;34159;34225;34225;Público;-19:20:37,029;-39:47:26,965;-19.34361917;-39.79082361;SIRGAS2000;Definitiva;Vertical;;2450;;MR;9;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;;SC-60;SONDA CONVENCIONAL 60;;44899.20838
4-FSL-8-ES;x;;;;3.427E+11;Petrobras;4FSL 0008  ES;ES;Espírito Santo;FSL;FSL  ;FAZENDA SANTA LUZIA;T;N;4;Pioneiro Adjacente;SECO SEM INDÍCIOS;DEVOLVIDO;34715;34731;34731;Público;-19:21:11,497;-39:48:39,610;-19.35319361;-39.81100278;SIRGAS2000;Definitiva;Vertical;;2028;;MR;11;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-60;SONDA CONVENCIONAL 60;;44899.20838
4-LD-7-ES;x;;;;3.427E+11;;4LD  0007  ES;ES;Espírito Santo;;LD   ;LAGOA DO DOUTOR (Licitado);T;N;4;Pioneiro Adjacente;SECO COM INDÍCIOS DE PETRÓLEO;DEVOLVIDO;32101;32122;32122;Público;-19:30:18,564;-39:46:08,483;-19.50515667;-39.76902306;SIRGAS2000;Definitiva;Vertical;;2750;;MR;15;0;0;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;;SC-106;SONDA CONVENCIONAL 106;;44899.20838
7-AB-10D-RJS;x;;;;7.4281E+11;Petrobras;7AB  0010D RJS;RJ;Campos;AB;AB   ;ALBACORA;M;N;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO E GÁS NATURAL;ABANDONADO PERMANENTEMENTE;33442;33488;33488;Público;-22:04:29,022;-39:53:44,641;-22.07472833;-39.89573361;SIRGAS2000;Definitiva;Direcional;0;3445;0;MR;12;0;845;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;;NS-09;S. C. LANCER;;44899.20838
7-AB-11DA-RJS;x;;;;7.4281E+11;Petrobras;7AB  0011DARJS;RJ;Campos;AB;AB   ;ALBACORA;M;N;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO;33622;33693;33693;Público;-22:06:03,401;-39:54:49,133;-22.10094472;-39.91364806;SIRGAS2000;Definitiva;Direcional;;3645;;MR;28;;602;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;;SS36                          ;;;44899.20838
7-AB-11D-RJS;x;;;;7.4281E+11;Petrobras;7AB  0011D RJS;RJ;Campos;AB;AB   ;ALBACORA;M;N;7;Desenvolvimento;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;33591;33604;33604;Público;-22:06:02,772;-39:54:51,362;-22.10077;-39.91426722;SIRGAS2000;Definitiva;Direcional;;1284;;MR;28;;597;NM;;;;;;;;;;;;;;;;;;;;;;;SS36                          ;;;44899.20838
7-AB-12D-RJS;x;;;x;7.4281E+11;Petrobras;7AB  0012D RJS;RJ;Campos;AB;AB   ;ALBACORA;M;N;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;33679;33707;33707;Público;-22:07:52,078;-39:55:59,470;-22.13113278;-39.93318611;SIRGAS2000;Definitiva;Direcional;;3051;;MR;22;;450;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;;SS40                          ;;I;44899.20838
7-AB-13HA-RJS;x;;;;7.4281E+11;Petrobras;7AB  0013HARJS;RJ;Campos;AB;AB   ;ALBACORA;M;N;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;FECHADO;33614;33686;33686;Público;-22:08:17,473;-39:59:20,135;-22.13818694;-39.98892639;SIRGAS2000;Definitiva;Horizontal;;3931;;MR;25;;290;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;;SS-22;PETROBRAS XVII;I;44899.20838
7-AB-13H-RJS;x;;;x;7.4281E+11;Petrobras;7AB  0013H RJS;RJ;Campos;AB;AB   ;ALBACORA;M;N;7;Desenvolvimento;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;33599;33604;33604;Público;-22:08:17,473;-39:59:20,135;-22.13818694;-39.98892639;SIRGAS2000;Definitiva;Horizontal;;665;;MR;25;;290;NM;;;;;;;;;;;;;;;;;;;;;;;SS-22;PETROBRAS XVII;;44899.20838
7-AB-14DA-RJS;x;;;;7.4281E+11;Petrobras;7AB  0014DARJS;RJ;Campos;AB;AB   ;ALBACORA;M;N;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;33793;33815;33815;Público;-22:07:50,147;-39:56:02,075;-22.13059639;-39.93390972;SIRGAS2000;Definitiva;Direcional;;3089;;MR;22;;445;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;;SS40                          ;;;44899.20838
7-AB-14D-RJS;x;;;;7.4281E+11;Petrobras;7AB  0014D RJS;RJ;Campos;AB;AB   ;ALBACORA;M;N;7;Desenvolvimento;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;33715;33729;33729;Público;-22:07:51,026;-39:56:01,555;-22.13084056;-39.93376528;SIRGAS2000;Definitiva;Direcional;;2064;;MR;22;;445;NM;;;;;;;;;;;;;;;;;;;;;;;SS40                          ;;;44899.20838
7-AB-15D-RJS;x;;;;7.4281E+11;Petrobras;7AB  0015D RJS;RJ;Campos;AB;AB   ;ALBACORA;M;N;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO;33736;33795;33795;Público;-22:05:20,092;-39:53:12,651;-22.08891444;-39.8868475;SIRGAS2000;Definitiva;Direcional;;3762;;MR;25;;870;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;;SS-41;TRANSOCEAN LEGEND;;44899.20838
7-AB-16D-RJS;x;;;;7.4281E+11;Petrobras;7AB  0016D RJS;RJ;Campos;AB;AB   ;ALBACORA;M;N;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;33730;33756;33756;Público;-22:07:52,594;-39:56:00,345;-22.13127611;-39.93342917;SIRGAS2000;Definitiva;Direcional;0;3417;3413;MR;22;0;550;NM;;;;;;;Existe;;Existe;;Existe;;;;;;Existe;;;;;;SS40                          ;;I;44899.20838
7-AB-18D-RJS;x;;;;7.4281E+11;Petrobras;7AB  0018D RJS;RJ;Campos;AB;AB   ;ALBACORA;M;N;7;Desenvolvimento;PRODUTOR COMERCIAL DE GÁS NATURAL;ABANDONADO PERMANENTEMENTE;33803;33832;33832;Público;-22:05:19,468;-39:53:13,660;-22.08874111;-39.88712778;SIRGAS2000;Definitiva;Direcional;;3265;;MR;25;;909;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;;SS-41;TRANSOCEAN LEGEND;;44899.20838
7-AB-19DA-RJS;x;;;;7.4281E+11;Petrobras;7AB  0019DARJS;RJ;Campos;AB;AB   ;ALBACORA;M;N;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;33856;33886;33886;Público;-22:05:50,064;-39:54:49,713;-22.09724;-39.91380917;SIRGAS2000;Definitiva;Direcional;;3002;;MR;22;;602;NM;;;;;;;Existe;;Existe;;Existe;;;;;;Existe;;;Existe;;;SS-41;TRANSOCEAN LEGEND;;44899.20838
7-AB-19D-RJS;x;;;;7.4281E+11;Petrobras;7AB  0019D RJS;RJ;Campos;AB;AB   ;ALBACORA;M;N;7;Desenvolvimento;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;33849;33851;33851;Público;-22:05:50,064;-39:54:49,713;-22.09724;-39.91380917;SIRGAS2000;Definitiva;Direcional;;698;;MR;25;;560;NM;;;;;;;;;;;;;;;;;;;;;;;SS-41;TRANSOCEAN LEGEND;;44899.20838
7-AB-20D-RJS;x;;;;7.4281E+11;Petrobras;7AB  0020D RJS;RJ;Campos;AB;AB   ;ALBACORA;M;N;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;33867;33885;33885;Público;-22:07:23,760;-39:54:54,505;-22.12326667;-39.91514028;SIRGAS2000;Definitiva;Direcional;;3122;;MR;22;;602;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;;SS40                          ;;;44899.20838
7-AB-21D-RJS;x;;;;7.4281E+11;Petrobras;7AB  0021D RJS;RJ;Campos;AB;AB   ;ALBACORA;M;N;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;33892;33910;33910;Público;-22:07:23,862;-39:54:54,120;-22.123295;-39.91503333;SIRGAS2000;Definitiva;Direcional;;3169;;MR;22;;602;NM;;;;;;;Existe;;Existe;;Existe;;;;;;Existe;;;;;;SS40                          ;;;44899.20838
7-AB-22DA-RJS;x;;;;7.4281E+11;Petrobras;7AB  0022DARJS;RJ;Campos;AB;AB   ;ALBACORA;M;N;7;Desenvolvimento;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;33931;33954;33954;Público;-22:05:49,711;-39:54:48,803;-22.09714194;-39.91355639;SIRGAS2000;Definitiva;Direcional;;3435;;MR;28;;601;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;;SS36                          ;;;44899.20838
7-AB-22D-RJS;x;;;;7.4281E+11;Petrobras;7AB  0022D RJS;RJ;Campos;AB;AB   ;ALBACORA;M;N;7;Desenvolvimento;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;33928;33930;33930;Público;-22:05:49,711;-39:54:48,803;-22.09714194;-39.91355639;SIRGAS2000;Definitiva;Direcional;;648;;MR;28;;601;NM;;;;;;;;;;;;;;;;;;;;;;;SS36                          ;;;44899.20838
7-AB-23D-RJS;x;;;;7.4281E+11;Petrobras;7AB  0023D RJS;RJ;Campos;AB;AB   ;ALBACORA;M;N;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;FECHADO;33920;33938;33938;Público;-22:07:23,611;-39:54:52,547;-22.12322528;-39.91459639;SIRGAS2000;Definitiva;Direcional;;3151;;MR;22;;614;NM;;;;;;;Existe;;Existe;;Existe;;;;;;Existe;;;;;;SS40                          ;;I;44899.20838
