POCO,LATITUDE_BASE_4C,LONGITUDE_BASE_4C,LATITUDE_BASE_DD,LONGITUDE_BASE_DD,DATUM_HORIZONTAL,PROFUNDIDADE_SONDADOR_M,AGP
1-BRSA-67-ESS,"-19:51:18,001","-39:18:43,529","-19,8550003","-39,3120914",SIRGAS2000,4967,Existe
1-BRSA-682-ESS,"-20:21:23,398","-39:29:46,644","-20,3564994","-39,4962900",SIRGAS2000,5571,Existe
1-BRSA-683-ESS,"-20:02:15,558","-39:15:11,262","-20,0376550","-39,2531283",SIRGAS2000,5444,Existe
1-BRSA-71A-RJS,"-22:08:23,034","-39:08:07,890","-22,1397317","-39,1355250",SIRGAS2000,5461,Existe
1-BRSA-72-BA,"-11:26:55,459","-38:41:21,049","-11,4487386","-38,6891803",SIRGAS2000,3570,Existe
1-BRSA-78-ESS,"-19:11:21,804","-39:26:51,561","-19,1893900","-39,4476558",SIRGAS2000,4162,Existe
1-BSS-83-BS,"-25:00:50,819","-44:15:22,811","-25,0141164","-44,2563364",SIRGAS2000,5196,Existe
1-BSS-84-BS,"-23:42:29,997","-41:55:11,249","-23,7083325","-41,9197914",SIRGAS2000,3999,Existe
1-CAP-1-AM,"-03:30:03,925","-59:20:41,112","-03,5010903","-59,3447533",SIRGAS2000,2130,Existe
1-CES-122-CE,"-03:00:40,591","-39:05:41,032","-03,0112753","-39,0947311",SIRGAS2000,1850,Existe
1-CES-52-CE,"-02:33:19,323","-39:31:48,223","-02,5553675","-39,5300619",SIRGAS2000,4035,Existe
1-CES-58-CE,"-03:09:51,290","-38:44:29,251","-03,1642472","-38,7414586",SIRGAS2000,3026,Existe
1-CES-77-CE,"-03:09:57,629","-38:48:57,756","-03,1660081","-38,8160433",SIRGAS2000,2935,Existe
1-CM-1-PA,"-01:19:11,334","-55:55:16,391","-01,3198150","-55,9212197",SIRGAS2000,1091,Existe
1-CM-2-PA,"-01:19:16,333","-55:56:09,393","-01,3212036","-55,9359425",SIRGAS2000,"985,6",Existe
1-COL-1-SE,"-10:54:03,410","-37:12:38,084","-10,9009472","-37,2105789",SIRGAS2000,1670,Existe
1-ESS-33-ES,"-18:22:42,746","-39:35:17,591","-18,3785406","-39,5882197",SIRGAS2000,2529,Existe
1-ESS-43-ES,"-19:41:08,178","-39:49:02,457","-19,6856050","-39,8173492",SIRGAS2000,2736,Existe
1-ESS-46-ES,"-19:12:01,822","-39:39:13,893","-19,2005061","-39,6538592",SIRGAS2000,3851,Existe
1-ESS-49-ESS,"-19:13:32,721","-39:25:54,330","-19,2257558","-39,4317583",SIRGAS2000,5407,Existe
1-ESS-51-ES,"-19:13:35,235","-39:35:17,266","-19,2264542","-39,5881294",SIRGAS2000,5000,Existe
1-ESS-92-ES,"-21:36:42,149","-39:40:41,461","-21,6117081","-39,6781836",SIRGAS2000,3891,Existe
1-FDI-1-ES,"-19:13:41,548","-39:47:07,688","-19,2282078","-39,7854689",SIRGAS2000,2911,Existe
1-FO-1-PA,"-03:46:08,460","-55:26:59,318","-03,7690167","-55,4498106",SIRGAS2000,"1738,6",Existe
1-FQ-2-ES,"-19:00:18,787","-39:47:18,272","-19,0052186","-39,7884089",SIRGAS2000,2230,Existe
1-FVB-1-SE,"-11:10:41,195","-37:11:03,037","-11,1781097","-37,1841769",SIRGAS2000,2276,
1-JAB-1-AM,"-04:14:56,953","-58:28:24,677","-04,2491536","-58,4735214",SIRGAS2000,3703,
1-KPGL-8-SPS,"-26:00:43,744","-46:01:24,176","-26,0121511","-46,0233822",SIRGAS2000,2379,
1-LS-2-ES,"-19:11:31,906","-39:43:40,282","-19,1921961","-39,7278561",SIRGAS2000,3000,Existe
1-LSA-1-AM,"-02:48:36,856","-58:21:32,690","-02,8102378","-58,3590806",SIRGAS2000,2851,Existe
1-MU-3-AM,"-03:15:20,435","-60:33:01,170","-03,2556764","-60,5503250",SIRGAS2000,1562,Existe
1-RD-2-ES,"-19:37:47,004","-39:48:27,304","-19,6297233","-39,8075844",SIRGAS2000,2702,Existe
1-RJS-113-RJ,"-22:57:09,903","-40:56:33,777","-22,9527508","-40,9427158",SIRGAS2000,2968,Existe
1-RJS-123-RJ,"-24:14:20,137","-43:46:55,605","-24,2389269","-43,7821125",SIRGAS2000,"4209,44",Existe
1-RJS-188-RJ,"-23:37:42,653","-41:21:28,379","-23,6285147","-41,3578831",SIRGAS2000,2685,Existe
1-RJS-193A-RJ,"-22:13:56,891","-40:24:21,053","-22,2324697","-40,4058481",SIRGAS2000,3429,Existe
1-RJS-197-RJS,"-22:38:52,916","-40:37:45,748","-22,6480322","-40,6293744",SIRGAS2000,2910,Existe
1-RJS-211-RJ,"-22:23:47,266","-40:16:56,401","-22,3964628","-40,2823336",SIRGAS2000,3411,Existe
1-RJS-531-RJ,"-23:00:24,221","-40:25:50,892","-23,0067281","-40,4308033",SIRGAS2000,5078,Existe
1-RJS-532-RJ,"-22:55:16,356","-40:19:34,608","-22,9212100","-40,3262800",SIRGAS2000,4468,Existe
1-RJS-539-RJS,"-24:24:44,384","-42:20:23,704","-24,4123289","-42,3399178",SIRGAS2000,4552,Existe
1-RJS-540-RJ,"-22:52:47,172","-40:03:48,625","-22,8797700","-40,0635069",SIRGAS2000,4670,Existe
1-RJS-542-RJ,"-24:24:36,106","-42:35:05,409","-24,4100294","-42,5848358",SIRGAS2000,4820,Existe
1-RJS-90-RJ,"-22:20:04,797","-40:16:46,602","-22,3346658","-40,2796117",SIRGAS2000,3503,Existe
1-SAN-1-ES,"-19:14:43,216","-39:46:16,457","-19,2453378","-39,7712381",SIRGAS2000,2511,Existe
1-SEM-1-SE,"-10:33:50,259","-36:58:01,258","-10,5639608","-36,9670161",SIRGAS2000,797,
1-SES-123-SE,"-11:22:34,627","-37:05:38,217","-11,3762853","-37,0939492",SIRGAS2000,2486,Existe
1-SPS-10-SP,"-24:57:40,992","-44:55:37,741","-24,9613867","-44,9271503",SIRGAS2000,3953,Existe
1-UI-2-AM,"-04:18:44,486","-57:06:15,518","-04,3123572","-57,1043106",SIRGAS2000,"849,2",Existe
2-JUST-1-AM,"-01:53:11,385","-58:23:31,676","-01,8864958","-58,3921322",SIRGAS2000,"1330,3",Existe
2-LCST-1-AM,"-03:44:11,452","-60:26:59,162","-03,7365144","-60,4497672",SIRGAS2000,"2037,4",Existe
2-LIST-1A-AP,"-00:39:05,223","-51:37:28,424","-00,6514508","-51,6245622",SIRGAS2000,"1800,3",Existe
2-LMST-1-AM,"-03:31:07,444","-60:35:01,177","-03,5187344","-60,5836603",SIRGAS2000,1974,Existe
3-BRSA-19-RJS,"-24:23:05,740","-42:21:46,229","-24,3849278","-42,3628414",SIRGAS2000,5301,Existe
3-BRSA-394-ESS,"-21:31:28,336","-39:39:39,605","-21,5245378","-39,6610014",SIRGAS2000,5207,Existe
3-BRSA-443-RJS,"-22:35:50,848","-40:26:10,140","-22,5974578","-40,4361500",SIRGAS2000,3238,Existe
3-BRSA-481-RJS,"-23:27:28,555","-40:38:28,623","-23,4579319","-40,6412842",SIRGAS2000,4275,Existe
3-BRSA-483-AM,"-02:41:45,329","-58:10:45,514","-02,6959247","-58,1793094",SIRGAS2000,2500,Existe
3-BRSA-496-RJS,"-25:34:20,263","-42:49:45,587","-25,5722953","-42,8293297",SIRGAS2000,5316,Existe
3-BRSA-503-RJS,"-22:32:54,898","-40:22:46,689","-22,5485828","-40,3796358",SIRGAS2000,3531,Existe
3-BRSA-755A-RJS,"-25:23:11,146","-42:42:19,430","-25,3864294","-42,7053972",SIRGAS2000,5501,
3-BRSA-967A-RJS,"-25:26:24,017","-42:24:55,180","-25,4400047","-42,4153278",SIRGAS2000,5918,
3-ESS-82-ESS,"-19:32:37,117","-39:15:53,465","-19,5436436","-39,2648514",SIRGAS2000,3298,Existe
3-FCN-40-ES,"-19:01:04,414","-39:49:11,875","-19,0178928","-39,8199653",SIRGAS2000,1731,Existe
3-GP-10-RJS,"-22:23:25,186","-40:23:11,969","-22,3903294","-40,3866581",SIRGAS2000,4513,Existe
6-BRSA-17-RJS,"-22:26:00,253","-40:05:38,012","-22,4334036","-40,0938922",SIRGAS2000,3726,Existe
6-BRSA-259-RJS,"-22:01:47,260","-39:45:24,788","-22,0297944","-39,7568856",SIRGAS2000,3140,Existe
6-BRSA-409-RJS,"-22:28:18,169","-40:04:16,780","-22,4717136","-40,0713278",SIRGAS2000,5351,Existe
6-BRSA-475-ESS,"-19:34:35,766","-39:14:51,304","-19,5766017","-39,2475844",SIRGAS2000,4070,Existe
6-BRSA-486-ESS,"-19:54:30,773","-39:37:02,924","-19,9085481","-39,6174789",SIRGAS2000,"4662,8",Existe
6-BRSA-497-ESS,"-21:11:48,812","-39:57:01,923","-21,1968922","-39,9505342",SIRGAS2000,5019,Existe
6-BRSA-505P-ESS,"-20:01:19,714","-39:32:54,577","-20,0221428","-39,5484936",SIRGAS2000,5774,Existe
6-BRSA-770D-RJS,"-22:23:00,027","-40:06:03,364","-22,3833408","-40,1009344",SIRGAS2000,5122,
6-BRSA-990-RJS,"-22:21:37,946","-40:12:13,567","-22,3605406","-40,2037686",SIRGAS2000,5250,
6-ESS-85-ESS,"-19:33:06,882","-39:16:34,339","-19,5519117","-39,2762053",SIRGAS2000,3268,Existe
1-BR-1-SE,"-10:46:52,816","-37:15:05,968","-10,7813378","-37,2516578",SIRGAS2000,515,
1-BRSA-102-RJS,"-24:13:15,535","-42:23:12,040","-24,2209819","-42,3866778",SIRGAS2000,5347,Existe
1-BRSA-103-RJS,"-24:18:10,556","-42:49:54,151","-24,3029322","-42,8317086",SIRGAS2000,5602,Existe
1-BRSA-104-RJS,"-24:37:45,442","-43:05:41,272","-24,6292894","-43,0947978",SIRGAS2000,4499,Existe
1-BRSA-10-ESS,"-21:31:32,530","-39:59:53,621","-21,5257028","-39,9982281",SIRGAS2000,3872,Existe
1-BRSA-120-RJS,"-22:14:31,314","-39:23:12,080","-22,2420317","-39,3866889",SIRGAS2000,4942,Existe
1-BRSA-136-ESS,"-20:07:51,349","-39:23:56,030","-20,1309303","-39,3988972",SIRGAS2000,3500,Existe
1-BRSA-137-RJS,"-24:31:02,062","-42:33:37,356","-24,5172394","-42,5603767",SIRGAS2000,3466,Existe
1-BRSA-13-ESS,"-20:52:05,386","-39:47:33,121","-20,8681628","-39,7925336",SIRGAS2000,4410,Existe
1-BRSA-152-RJS,"-21:36:32,074","-40:37:01,136","-21,6089094","-40,6169822",SIRGAS2000,3451,Existe
1-BRSA-155-RJS,"-23:07:04,068","-39:59:34,965","-23,1177967","-39,9930458",SIRGAS2000,6170,Existe
1-BRSA-171-ESS,"-21:11:28,999","-39:57:32,002","-21,1913886","-39,9588894",SIRGAS2000,2950,Existe
1-BRSA-172-ESS,"-21:21:46,411","-39:57:58,127","-21,3628919","-39,9661464",SIRGAS2000,3700,Existe
1-BRSA-176-RJS,"-23:09:32,642","-40:04:13,365","-23,1590672","-40,0703792",SIRGAS2000,4970,Existe
1-BRSA-178-SES,"-11:24:27,436","-36:55:54,978","-11,4076211","-36,9319383",SIRGAS2000,3909,Existe
1-BRSA-180-ESS,"-20:31:33,851","-39:35:10,327","-20,5260697","-39,5862019",SIRGAS2000,3165,Existe
1-BRSA-182-RJS,"-22:22:22,556","-39:51:32,495","-22,3729322","-39,8590264",SIRGAS2000,5246,Existe
1-BRSA-183D-RJS,"-24:47:56,812","-42:37:53,060","-24,7991144","-42,6314056",SIRGAS2000,4622,Existe
1-BRSA-187-RJS,"-22:22:01,988","-39:54:46,901","-22,3672189","-39,9130281",SIRGAS2000,3137,Existe
1-BRSA-196-ESS,"-21:09:04,112","-39:57:41,918","-21,1511422","-39,9616439",SIRGAS2000,3024,Existe
1-BRSA-199-RJS,"-23:40:47,070","-41:03:14,038","-23,6797417","-41,0538994",SIRGAS2000,3651,Existe
1-BRSA-200-ESS,"-21:20:24,101","-40:00:05,264","-21,3400281","-40,0014622",SIRGAS2000,3429,Existe
1-BRSA-20-RJS,"-22:08:45,926","-39:34:50,871","-22,1460906","-39,5807975",SIRGAS2000,5131,Existe
1-BRSA-230-RJS,"-22:19:34,639","-39:46:37,397","-22,3262886","-39,7770547",SIRGAS2000,5139,Existe
1-BRSA-289-SPS,"-25:53:01,813","-45:20:33,023","-25,8838369","-45,3425064",SIRGAS2000,4927,Existe
1-BRSA-369A-RJS,"-25:28:56,223","-42:49:39,135","-25,4822842","-42,8275375",SIRGAS2000,5957,Existe
1-BRSA-37-RJS,"-24:13:09,582","-40:46:11,823","-24,2193283","-40,7699508",SIRGAS2000,4673,Existe
1-BRSA-38-SPS,"-24:29:17,924","-44:09:02,959","-24,4883122","-44,1508219",SIRGAS2000,5668,Existe
1-BRSA-4-ESS,"-20:59:11,668","-39:39:38,229","-20,9865744","-39,6606192",SIRGAS2000,4715,Existe
1-BRSA-50-ESS,"-19:37:11,708","-39:01:57,667","-19,6199189","-39,0326853",SIRGAS2000,3814,Existe
1-BRSA-594-SPS,"-25:48:23,679","-43:13:31,011","-25,8065775","-43,2252808",SIRGAS2000,5993,Existe
1-BRSA-597-RJS,"-24:25:58,109","-43:06:46,754","-24,4328081","-43,1129872",SIRGAS2000,6030,Existe
1-BRSA-635-SCS,"-27:00:32,521","-46:50:10,648","-27,0090336","-46,8362911",SIRGAS2000,5230,Existe
1-BRSA-6-RJS,"-23:06:36,076","-40:32:21,365","-23,1100211","-40,5392681",SIRGAS2000,3775,Existe
1-BRSA-706-SPS,"-24:42:39,773","-44:25:39,792","-24,7110481","-44,4277200",SIRGAS2000,4573,Existe
1-BRSA-719-ESS,"-19:32:21,637","-39:04:54,412","-19,5393436","-39,0817811",SIRGAS2000,5574,Existe
1-BRSA-724-ESS,"-21:05:12,362","-40:05:53,374","-21,0867672","-40,0981594",SIRGAS2000,3212,Existe
1-BRSA-735-ESS,"-20:31:56,449","-39:42:25,854","-20,5323469","-39,7071817",SIRGAS2000,3733,Existe
1-BRSA-757B-SPS,"-26:22:20,514","-45:00:52,487","-26,3723650","-45,0145797",SIRGAS2000,6441,Existe
1-BRSA-75B-ESS,"-21:03:47,152","-39:54:31,399","-21,0630978","-39,9087219",SIRGAS2000,3957,Existe
1-BRSA-789-ESS,"-20:06:26,307","-39:12:15,411","-20,1073075","-39,2042808",SIRGAS2000,5209,Existe
1-BRSA-851-SES,"-11:01:02,627","-36:14:45,882","-11,0173964","-36,2460783",SIRGAS2000,6510,Existe
1-BRSA-86-SES,"-11:23:18,715","-37:02:52,355","-11,3885319","-37,0478764",SIRGAS2000,3126,Existe
1-BRSA-91-ESS,"-20:49:24,920","-39:11:33,378","-20,8235889","-39,1926050",SIRGAS2000,4970,Existe
1-BRSA-92-ESS,"-21:05:21,950","-39:53:45,943","-21,0894306","-39,8960953",SIRGAS2000,3489,Existe
1-BRSA-93-RJS,"-22:22:20,152","-39:14:22,442","-22,3722644","-39,2395672",SIRGAS2000,4056,Existe
1-BRSA-98-AM,"-02:29:06,721","-58:00:21,522","-02,4852003","-58,0059783",SIRGAS2000,2313,Existe
1-BSS-71-PRS,"-26:34:20,337","-47:06:18,593","-26,5723158","-47,1051647",SIRGAS2000,4700,Existe
1-BSS-72-BS,"-26:36:30,921","-46:43:37,577","-26,6085892","-46,7271047",SIRGAS2000,5400,Existe
1-BSS-74-BS,"-24:54:43,267","-44:17:05,435","-24,9120186","-44,2848431",SIRGAS2000,4425,
1-BSS-77-SCS,"-27:03:19,210","-46:23:58,390","-27,0553361","-46,3995528",SIRGAS2000,4215,Existe
1-BSS-80-BS,"-25:30:47,963","-44:37:33,885","-25,5133231","-44,6260792",SIRGAS2000,4750,Existe
1-BSS-81-BS,"-24:26:35,220","-43:00:26,911","-24,4431167","-43,0074753",SIRGAS2000,5020,
1-CES-132D-CE,"-03:08:03,313","-38:59:11,344","-03,1342536","-38,9864844",SIRGAS2000,2382,Existe
1-CES-144-CES,"-02:52:34,496","-39:03:34,483","-02,8762489","-39,0595786",SIRGAS2000,3194,Existe
1-CES-146-CE,"-02:53:27,420","-39:06:05,409","-02,8909500","-39,1015025",SIRGAS2000,2723,Existe
1-CES-34-CE,"-03:13:48,367","-38:33:44,091","-03,2301019","-38,5622475",SIRGAS2000,3011,
1-ESS-37C-ES,"-19:40:21,731","-39:28:20,367","-19,6727031","-39,4723242",SIRGAS2000,5250,Existe
1-ESS-83-ES,"-19:35:56,017","-39:18:32,706","-19,5988936","-39,3090850",SIRGAS2000,4312,Existe
1-FAL-1-ES,"-19:00:05,771","-39:52:07,863","-19,0016031","-39,8688508",SIRGAS2000,1150,
1-FAL-2-ES,"-18:59:40,677","-39:53:12,470","-18,9946325","-39,8867972",SIRGAS2000,1075,
1-FCB-1-BA,"-11:22:14,785","-38:41:54,985","-11,3707736","-38,6986069",SIRGAS2000,2657,Existe
1-FQL-1-BA,"-11:12:34,737","-38:41:39,469","-11,2096492","-38,6942969",SIRGAS2000,"2924,5",Existe
1-FRG-1-ES,"-19:39:20,079","-39:50:16,186","-19,6555775","-39,8378294",SIRGAS2000,1898,Existe
1-FSL-19-ES,"-19:21:27,576","-39:47:38,474","-19,3576600","-39,7940206",SIRGAS2000,3030,Existe
1-IP-4-ES,"-19:17:18,109","-39:46:40,947","-19,2883636","-39,7780408",SIRGAS2000,2388,Existe
1-ITP-1-AM,"-02:42:56,314","-58:02:58,753","-02,7156428","-58,0496536",SIRGAS2000,2683,Existe
1-LIT-1-AM,"-03:32:49,032","-59:13:34,616","-03,5469533","-59,2262822",SIRGAS2000,2549,Existe
1-MBR-1-BA,"-09:15:22,460","-38:38:13,632","-09,2562389","-38,6371200",SIRGAS2000,4848,Existe
1-RIL-1-ES,"-18:30:30,947","-39:44:43,209","-18,5085964","-39,7453358",SIRGAS2000,1376,Existe
1-RIS-1-ES,"-18:32:38,821","-39:45:01,334","-18,5441169","-39,7503706",SIRGAS2000,1337,Existe
1-RJS-251-RJ,"-22:12:00,691","-40:06:21,160","-22,2001919","-40,1058778",SIRGAS2000,3500,Existe
1-RJS-489-RJ,"-22:28:57,385","-40:10:26,018","-22,4826069","-40,1738939",SIRGAS2000,3751,Existe
1-RJS-491-RJ,"-22:38:32,561","-40:17:08,766","-22,6423781","-40,2857683",SIRGAS2000,3454,Existe
1-RJS-499-RJS,"-22:44:27,627","-40:27:32,427","-22,7410075","-40,4590075",SIRGAS2000,3707,Existe
1-RJS-500-RJS,"-22:47:32,510","-40:25:06,769","-22,7923639","-40,4185469",SIRGAS2000,3760,Existe
1-RJS-502-RJS,"-22:39:58,132","-40:45:31,062","-22,6661478","-40,7586283",SIRGAS2000,2196,Existe
1-RJS-504-RJ,"-22:53:30,540","-40:31:55,722","-22,8918167","-40,5321450",SIRGAS2000,4400,
1-RJS-516-RJS,"-22:51:10,968","-40:34:45,276","-22,8530467","-40,5792433",SIRGAS2000,3220,Existe
1-RJS-528D-RJS,"-21:41:08,145","-40:03:47,035","-21,6855958","-40,0630653",SIRGAS2000,3696,
1-RJS-534-RJS,"-21:56:32,756","-39:56:32,099","-21,9424322","-39,9422497",SIRGAS2000,3770,Existe
1-RJS-535B-RJS,"-21:49:58,091","-39:40:12,847","-21,8328031","-39,6702353",SIRGAS2000,3584,Existe
1-RJS-537-RJS,"-21:35:44,005","-40:38:08,698","-21,5955569","-40,6357494",SIRGAS2000,2825,
1-SES-102-SE,"-11:10:43,504","-37:04:41,735","-11,1787511","-37,0782597",SIRGAS2000,2750,Existe
1-SES-107D-SES,"-10:40:07,697","-36:46:17,039","-10,6688047","-36,7713997",SIRGAS2000,3322,Existe
3-BR-7-RJS,"-22:36:56,734","-40:11:39,921","-22,6157594","-40,1944225",SIRGAS2000,3170,Existe
3-BRSA-173-SES,"-11:18:48,688","-37:03:41,058","-11,3135244","-37,0614050",SIRGAS2000,3334,Existe
3-BRSA-188A-RJS,"-24:37:11,463","-42:55:21,683","-24,6198508","-42,9226897",SIRGAS2000,3080,Existe
3-BRSA-255-RJS,"-23:29:56,720","-41:15:37,787","-23,4990889","-41,2604964",SIRGAS2000,3918,Existe
3-BRSA-293D-SPS,"-24:28:48,992","-44:10:14,266","-24,4802756","-44,1706294",SIRGAS2000,5288,Existe
3-BRSA-304-RJS,"-22:54:18,699","-40:32:19,785","-22,9051942","-40,5388292",SIRGAS2000,4201,Existe
3-BRSA-715D-RJS,"-23:29:37,925","-41:06:51,703","-23,4938681","-41,1143619",SIRGAS2000,4396,Existe
3-BRSA-99-RJS,"-24:20:06,937","-42:25:26,018","-24,3352603","-42,4238939",SIRGAS2000,3675,
3-CRV-2-PRS,"-26:44:42,771","-46:45:50,081","-26,7452142","-46,7639114",SIRGAS2000,6103,Existe
3-LP-22-ES,"-19:36:40,754","-39:50:38,846","-19,6113206","-39,8441239",SIRGAS2000,2130,Existe
3-RJS-517-RJS,"-22:48:00,808","-40:28:48,164","-22,8002244","-40,4800456",SIRGAS2000,3343,Existe
6-BRSA-1118DA-ESS,"-21:23:39,480","-40:06:28,547","-21,3943000","-40,1079297",SIRGAS2000,5712,Existe
6-BRSA-139D-ESS,"-21:15:06,149","-40:01:27,342","-21,2517081","-40,0242617",SIRGAS2000,3700,Existe
6-BRSA-377D-RJS,"-21:57:33,037","-39:46:35,228","-21,9591769","-39,7764522",SIRGAS2000,4850,Existe
6-BRSA-639-ESS,"-21:13:48,767","-39:58:46,041","-21,2302131","-39,9794558",SIRGAS2000,4779,Existe
1-BA-1D-ES,"-19:05:37,269","-39:46:28,448","-19,0936858","-39,7745689",SIRGAS2000,2785,Existe
1-BA-2-ES,"-19:05:24,810","-39:45:03,272","-19,0902250","-39,7509089",SIRGAS2000,2814,Existe
1-BAS-85-BAS,"-18:22:40,186","-39:31:29,808","-18,3778294","-39,5249467",SIRGAS2000,3394,Existe
1-BAS-86-BAS,"-18:17:10,734","-39:30:25,599","-18,2863150","-39,5071108",SIRGAS2000,2916,Existe
1-BI-1D-ES,"-19:07:37,441","-39:45:29,294","-19,1270669","-39,7581372",SIRGAS2000,2878,Existe
1-BN-1-ES,"-19:13:24,344","-39:49:54,980","-19,2234289","-39,8319389",SIRGAS2000,1818,Existe
1-BN-3-ES,"-19:15:58,621","-39:51:04,109","-19,2662836","-39,8511414",SIRGAS2000,1535,Existe
1-BRSA-186-ESS,"-20:37:18,526","-39:30:40,769","-20,6218128","-39,5113247",SIRGAS2000,6406,Existe
1-BS-1-ES,"-19:00:56,155","-39:50:17,968","-19,0155986","-39,8383244",SIRGAS2000,1997,Existe
1-CG-1-ES,"-19:03:59,629","-39:48:26,216","-19,0665636","-39,8072822",SIRGAS2000,"2384,5",Existe
1-ESS-10D-ES,"-19:22:10,718","-39:12:02,329","-19,3696439","-39,2006469",SIRGAS2000,3117,Existe
1-ESS-11-ES,"-19:25:42,139","-39:12:45,692","-19,4283719","-39,2126922",SIRGAS2000,3540,Existe
1-ESS-12DA-ES,"-19:30:30,894","-39:14:14,002","-19,5085817","-39,2372228",SIRGAS2000,2857,Existe
1-ESS-13-ES,"-19:24:47,478","-39:08:13,817","-19,4131883","-39,1371714",SIRGAS2000,3295,Existe
1-ESS-15-ES,"-19:32:32,932","-39:06:41,521","-19,5424811","-39,1115336",SIRGAS2000,3490,Existe
1-ESS-18-ES,"-18:44:38,338","-39:42:06,774","-18,7439828","-39,7018817",SIRGAS2000,3097,Existe
1-ESS-19-ESS,"-19:09:27,704","-39:27:16,987","-19,1576956","-39,4547186",SIRGAS2000,4238,Existe
1-ESS-1-ES,"-19:02:02,854","-39:13:25,223","-19,0341261","-39,2236731",SIRGAS2000,3131,Existe
1-ESS-21-ES,"-19:02:03,338","-39:38:33,972","-19,0342606","-39,6427700",SIRGAS2000,3032,Existe
1-ESS-22-ES,"-19:36:35,072","-39:36:22,029","-19,6097422","-39,6061192",SIRGAS2000,4817,Existe
1-ESS-23-ES,"-19:41:35,356","-39:46:59,269","-19,6931544","-39,7831303",SIRGAS2000,"2901,5",Existe
1-ESS-24-ES,"-18:52:26,042","-39:34:57,756","-18,8739006","-39,5827100",SIRGAS2000,3890,Existe
1-ESS-25-ES,"-19:23:38,153","-39:38:28,245","-19,3939314","-39,6411792",SIRGAS2000,4205,Existe
1-ESS-26-ES,"-19:05:57,338","-39:39:15,152","-19,0992606","-39,6542089",SIRGAS2000,3422,Existe
1-ESS-30-ES,"-18:26:16,026","-39:38:55,461","-18,4377850","-39,6487392",SIRGAS2000,2008,Existe
1-ESS-31-ES,"-19:08:30,087","-39:40:40,227","-19,1416908","-39,6778408",SIRGAS2000,3430,Existe
1-ESS-32-ES,"-19:34:16,642","-39:41:59,639","-19,5712894","-39,6998997",SIRGAS2000,3711,Existe
1-ESS-34-ES,"-20:17:03,421","-39:50:21,334","-20,2842836","-39,8392594",SIRGAS2000,3293,Existe
1-ESS-36-ES,"-20:46:00,232","-40:02:15,452","-20,7667311","-40,0376256",SIRGAS2000,2709,Existe
1-ESS-38-ES,"-18:32:15,913","-39:37:33,554","-18,5377536","-39,6259872",SIRGAS2000,3055,Existe
1-ESS-40-ES,"-19:36:49,883","-39:45:33,245","-19,6138564","-39,7592347",SIRGAS2000,3837,Existe
1-ESS-42-ES,"-19:40:13,179","-39:46:02,918","-19,6703275","-39,7674772",SIRGAS2000,3500,Existe
1-ESS-44-ES,"-18:31:22,409","-39:39:59,642","-18,5228914","-39,6665672",SIRGAS2000,2385,Existe
1-ESS-45-ES,"-19:07:28,628","-39:32:29,289","-19,1246189","-39,5414692",SIRGAS2000,3570,Existe
1-ESS-4-ES,"-18:50:56,501","-38:57:56,109","-18,8490281","-38,9655858",SIRGAS2000,"2901,7",Existe
1-ESS-55-ES,"-19:37:37,844","-39:46:59,133","-19,6271789","-39,7830925",SIRGAS2000,2737,Existe
1-ESS-5-ES,"-19:25:13,788","-39:16:58,440","-19,4204967","-39,2829000",SIRGAS2000,"4212,9",Existe
1-ESS-65-ES,"-18:47:34,097","-39:39:59,402","-18,7928047","-39,6665006",SIRGAS2000,3630,Existe
1-ESS-66-ES,"-19:28:44,785","-39:28:21,730","-19,4791069","-39,4727028",SIRGAS2000,3465,Existe
1-ESS-67-ESS,"-19:33:30,577","-39:22:36,386","-19,5584936","-39,3767739",SIRGAS2000,3833,Existe
1-ESS-69-ES,"-19:39:10,552","-39:37:27,444","-19,6529311","-39,6242900",SIRGAS2000,3602,Existe
1-ESS-6-ES,"-19:20:45,061","-39:30:55,567","-19,3458503","-39,5154353",SIRGAS2000,3129,Existe
1-ESS-72-ES,"-18:28:51,639","-39:34:12,592","-18,4810108","-39,5701644",SIRGAS2000,3510,Existe
1-ESS-7-ES,"-18:55:19,235","-39:39:43,053","-18,9220097","-39,6619592",SIRGAS2000,3147,Existe
1-ESS-87-ES,"-19:28:57,790","-39:04:29,170","-19,4827194","-39,0747694",SIRGAS2000,2208,Existe
1-ESS-88-ES,"-19:26:12,258","-39:02:00,749","-19,4367383","-39,0335414",SIRGAS2000,2412,Existe
1-ESS-8-ES,"-19:32:53,124","-39:34:17,521","-19,5480900","-39,5715336",SIRGAS2000,"3639,2",Existe
1-ESS-94-ESS,"-20:57:07,288","-39:27:04,472","-20,9520244","-39,4512422",SIRGAS2000,5050,Existe
1-ESS-9-ES,"-18:52:27,951","-39:29:13,873","-18,8744308","-39,4871869",SIRGAS2000,"3658,5",Existe
1-FC-1-ES,"-19:02:39,260","-39:48:19,460","-19,0442389","-39,8054056",SIRGAS2000,2228,Existe
1-FCL-1-ES,"-19:02:04,357","-39:46:54,761","-19,0345436","-39,7818781",SIRGAS2000,2405,Existe
1-FCN-3-ES,"-19:01:29,067","-39:48:19,409","-19,0247408","-39,8053914",SIRGAS2000,2013,Existe
1-FRG-2-ES,"-19:38:32,338","-39:50:08,281","-19,6423161","-39,8356336",SIRGAS2000,2010,Existe
