POCO,LATITUDE_BASE_4C,LONGITUDE_BASE_4C,LATITUDE_BASE_DD,LONGITUDE_BASE_DD,DATUM_HORIZONTAL,PROFUNDIDADE_SONDADOR_M,AGP
1-TG-1-SE,"-10:35:46,778","-36:40:33,768","-10,5963272","-36,6760467",SIRGAS2000,2400,
1-TO-2A-SE,"-10:31:21,993","-36:41:43,538","-10,5227758","-36,6954272",SIRGAS2000,1471,
1-UZB-1-BA,"-11:07:17,082","-38:45:29,903","-11,1214117","-38,7583064",SIRGAS2000,"2024,5",Existe
1-VF-6-SE,"-10:45:43,963","-37:03:26,099","-10,7622119","-37,0572497",SIRGAS2000,761,
1-VI-1-BA,"-11:50:09,973","-38:36:22,879","-11,8361036","-38,6063553",SIRGAS2000,"2853,5",Existe
1-VV-1-SE,"-10:32:54,298","-36:51:27,598","-10,5484161","-36,8576661",SIRGAS2000,2696,
2-ARA-1-SE,"-10:33:19,354","-36:32:48,113","-10,5553761","-36,5466981",SIRGAS2000,2450,
2-FRD-1-ES,"-19:33:17,401","-39:50:01,308","-19,5548336","-39,8336967",SIRGAS2000,"3135,5",Existe
2-NST-1-ES,"-18:57:11,562","-39:45:45,781","-18,9532117","-39,7627169",SIRGAS2000,"3539,6",Existe
2-RAJ-1-BA,"-11:03:57,264","-38:16:16,431","-11,0659067","-38,2712308",SIRGAS2000,3031,Existe
3-CB-2-SES,"-10:59:48,767","-36:54:01,075","-10,9968797","-36,9002986",SIRGAS2000,"2744,4",
3-CON-10-BA,"-11:56:06,582","-38:26:27,576","-11,9351617","-38,4409933",SIRGAS2000,3735,Existe
3-CON-11-BA,"-11:56:56,321","-38:26:01,144","-11,9489781","-38,4336511",SIRGAS2000,3929,Existe
3-FC-2D-ES,"-19:02:39,260","-39:48:19,460","-19,0442389","-39,8054056",SIRGAS2000,2206,Existe
3-TR-3-SE,"-10:44:13,005","-37:15:44,017","-10,7369458","-37,2622269",SIRGAS2000,831,
1-AG-5-SE,"-10:42:04,772","-36:52:32,982","-10,7013256","-36,8758283",SIRGAS2000,1783,
1-ALS-10-AL,"-10:24:23,307","-36:14:00,162","-10,4064742","-36,2333783",SIRGAS2000,,
1-ALS-13-AL,"-10:25:47,349","-36:16:42,285","-10,4298192","-36,2784125",SIRGAS2000,,
1-ALS-14-AL,"-10:30:44,384","-36:18:17,874","-10,5123289","-36,3049650",SIRGAS2000,,
1-ANG-1-SE,"-10:39:03,072","-36:45:51,830","-10,6508533","-36,7643972",SIRGAS2000,2731,
1-APS-10B-AP,"+03:28:49,048","-48:42:45,901","03,4802911","-48,7127503",SIRGAS2000,4265,Existe
1-APS-12-AP,"+02:51:43,235","-48:44:56,948","02,8620097","-48,7491522",SIRGAS2000,4407,Existe
1-APS-14-AP,"+02:42:22,697","-48:20:51,474","02,7063047","-48,3476317",SIRGAS2000,5000,Existe
1-APS-16C-AP,"+03:40:29,631","-49:35:51,251","03,6748975","-49,5975697",SIRGAS2000,3803,Existe
1-APS-17-AP,"+03:19:14,757","-49:31:07,370","03,3207658","-49,5187139",SIRGAS2000,5092,Existe
1-APS-19-AP,"+04:11:34,325","-50:32:23,555","04,1928681","-50,5398764",SIRGAS2000,3445,Existe
1-APS-21-AP,"+03:55:57,138","-50:01:27,905","03,9325383","-50,0244181",SIRGAS2000,"2478,5",Existe
1-APS-23-AP,"+03:58:20,891","-49:59:19,808","03,9724697","-49,9888356",SIRGAS2000,2374,Existe
1-APS-24-AP,"+02:33:10,820","-49:21:19,523","02,5530056","-49,3554231",SIRGAS2000,4847,Existe
1-APS-26A-AP,"+03:40:05,131","-49:23:49,387","03,6680919","-49,3970519",SIRGAS2000,4354,Existe
1-APS-28-AP,"+03:15:12,628","-49:57:07,835","03,2535078","-49,9521764",SIRGAS2000,2885,Existe
1-APS-29-AP,"+04:12:10,347","-49:49:11,908","04,2028742","-49,8199744",SIRGAS2000,4592,Existe
1-APS-32-AP,"+02:49:43,843","-48:22:06,570","02,8288453","-48,3684917",SIRGAS2000,3969,Existe
1-APS-34-AP,"+03:19:29,677","-49:12:13,588","03,3249103","-49,2037744",SIRGAS2000,4000,Existe
1-APS-4-AP,"+03:29:13,814","-49:15:43,757","03,4871706","-49,2621547",SIRGAS2000,4917,Existe
1-APS-6A-AP,"+03:06:55,859","-49:09:37,642","03,1155164","-49,1604561",SIRGAS2000,"4714,6",Existe
1-APS-7-AP,"+02:47:53,668","-48:55:59,191","02,7982411","-48,9331086",SIRGAS2000,4630,Existe
1-APS-8A-AP,"+02:59:39,744","-49:17:45,557","02,9943733","-49,2959881",SIRGAS2000,3843,Existe
1-BA-2-ES,"-19:05:24,810","-39:45:03,272","-19,0902250","-39,7509089",SIRGAS2000,2814,Existe
1-BI-1D-ES,"-19:07:37,441","-39:45:29,294","-19,1270669","-39,7581372",SIRGAS2000,2878,Existe
1-BT-1-AM,"-06:48:13,869","-73:11:43,391","-06,8038525","-73,1953864",SIRGAS2000,3749,Existe
1-BT-2-AM,"-06:55:25,708","-73:09:04,652","-06,9238078","-73,1512922",SIRGAS2000,2790,Existe
1-CES-15-CE,"-02:58:55,610","-39:09:34,478","-02,9821139","-39,1595772",SIRGAS2000,2985,
1-CES-16-CE,"-02:56:10,655","-39:06:45,197","-02,9362931","-39,1125547",SIRGAS2000,2993,Existe
1-CES-17-CE,"-03:06:08,351","-38:51:00,562","-03,1023197","-38,8501561",SIRGAS2000,2538,Existe
1-CES-19-CE,"-03:05:02,485","-38:48:00,243","-03,0840236","-38,8000675",SIRGAS2000,2990,Existe
1-CES-23A-CE,"-03:08:13,225","-38:48:51,271","-03,1370069","-38,8142419",SIRGAS2000,2460,Existe
1-CES-3-CE,"-02:19:22,032","-41:03:32,202","-02,3227867","-41,0589450",SIRGAS2000,3676,Existe
1-CES-6-CE,"-02:47:48,719","-39:09:23,425","-02,7968664","-39,1565069",SIRGAS2000,3667,Existe
1-CG-1-ES,"-19:03:59,629","-39:48:26,216","-19,0665636","-39,8072822",SIRGAS2000,"2384,5",Existe
1-CJ-1-SE,"-10:26:52,801","-36:29:17,176","-10,4480003","-36,4881044",SIRGAS2000,1810,
1-CL-2-BA,"-11:28:06,435","-38:10:56,395","-11,4684542","-38,1823319",SIRGAS2000,"4257,5",Existe
1-ESS-10D-ES,"-19:22:10,718","-39:12:02,329","-19,3696439","-39,2006469",SIRGAS2000,3117,Existe
1-ESS-12DA-ES,"-19:30:30,894","-39:14:14,002","-19,5085817","-39,2372228",SIRGAS2000,2857,Existe
1-ESS-13-ES,"-19:24:47,478","-39:08:13,817","-19,4131883","-39,1371714",SIRGAS2000,3295,Existe
1-ESS-18-ES,"-18:44:38,338","-39:42:06,774","-18,7439828","-39,7018817",SIRGAS2000,3097,Existe
1-ESS-23-ES,"-19:41:35,356","-39:46:59,269","-19,6931544","-39,7831303",SIRGAS2000,"2901,5",Existe
1-ESS-7-ES,"-18:55:19,235","-39:39:43,053","-18,9220097","-39,6619592",SIRGAS2000,3147,Existe
1-FAF-2-BA,"-12:01:35,991","-38:32:03,496","-12,0266642","-38,5343044",SIRGAS2000,2160,Existe
1-FCI-1-BA,"-11:51:04,922","-38:41:09,258","-11,8513672","-38,6859050",SIRGAS2000,"1861,3",Existe
1-FCL-1-ES,"-19:02:04,357","-39:46:54,761","-19,0345436","-39,7818781",SIRGAS2000,2405,Existe
1-FCN-3-ES,"-19:01:29,067","-39:48:19,409","-19,0247408","-39,8053914",SIRGAS2000,2013,Existe
1-FZ-1-AM,"-03:43:36,815","-58:57:04,838","-03,7268931","-58,9513439",SIRGAS2000,2858,Existe
1-IN-1-BA,"-11:42:21,839","-38:19:32,577","-11,7060664","-38,3257158",SIRGAS2000,4397,Existe
1-IP-1D-SE,"-11:04:24,179","-37:11:41,123","-11,0733831","-37,1947564",SIRGAS2000,1888,
1-LG-4-AM,"-03:14:04,923","-59:41:34,827","-03,2347008","-59,6930075",SIRGAS2000,1370,Existe
1-LP-1-ES,"-19:38:03,383","-39:50:53,783","-19,6342731","-39,8482731",SIRGAS2000,2137,Existe
1-LS-1-ES,"-19:09:02,348","-39:42:59,938","-19,1506522","-39,7166494",SIRGAS2000,3218,Existe
1-MO-1-ES,"-19:31:46,821","-39:47:49,079","-19,5296725","-39,7969664",SIRGAS2000,2725,Existe
1-PA-1D-ES,"-19:08:41,648","-39:47:58,106","-19,1449022","-39,7994739",SIRGAS2000,2830,Existe
1-PC-2-AM,"-03:14:37,490","-59:34:45,443","-03,2437472","-59,5792897",SIRGAS2000,1749,Existe
1-PDI-1-ES,"-19:06:20,360","-39:47:20,049","-19,1056556","-39,7889025",SIRGAS2000,3129,Existe
1-PU-2-SE,"-10:45:32,959","-36:55:09,168","-10,7591553","-36,9192133",SIRGAS2000,1449,
1-RJS-10A-RJ,"-21:54:21,772","-40:09:18,412","-21,9060478","-40,1551144",SIRGAS2000,4227,Existe
1-RJS-12-RJ,"-22:14:12,965","-40:18:56,466","-22,2369347","-40,3156850",SIRGAS2000,4313,Existe
1-RJS-13-RJ,"-22:41:50,884","-40:49:43,617","-22,6974678","-40,8287825",SIRGAS2000,3262,Existe
1-RJS-19-RJ,"-22:27:11,866","-40:25:07,141","-22,4532961","-40,4186503",SIRGAS2000,3469,Existe
1-RJS-20-RJS,"-22:32:41,002","-40:33:29,182","-22,5447228","-40,5581061",SIRGAS2000,3276,Existe
1-RJS-22-RJ,"-22:40:40,410","-40:40:35,149","-22,6778917","-40,6764303",SIRGAS2000,3583,Existe
1-RJS-28A-RJ,"-22:45:07,950","-40:41:46,351","-22,7522083","-40,6962086",SIRGAS2000,2674,Existe
1-RJS-30-RJ,"-22:06:59,974","-40:14:36,842","-22,1166594","-40,2435672",SIRGAS2000,3800,Existe
1-RJS-31-RJS,"-22:24:17,282","-40:22:14,054","-22,4048006","-40,3705706",SIRGAS2000,3581,Existe
1-RJS-32-RJS,"-22:30:46,732","-40:25:24,906","-22,5129811","-40,4235850",SIRGAS2000,3825,Existe
1-RJS-40-RJ,"-22:47:17,957","-40:46:04,714","-22,7883214","-40,7679761",SIRGAS2000,2146,Existe
1-RJS-43A-RJS,"-22:44:24,513","-40:52:13,707","-22,7401425","-40,8704742",SIRGAS2000,3534,Existe
1-RJS-47E-RJ,"-22:34:46,929","-40:43:25,689","-22,5797025","-40,7238025",SIRGAS2000,3820,Existe
1-RJS-49-RJS,"-22:47:06,117","-40:48:04,607","-22,7850325","-40,8012797",SIRGAS2000,3200,Existe
1-RJS-50-RJ,"-22:27:15,986","-40:28:24,432","-22,4544406","-40,4734533",SIRGAS2000,3225,Existe
1-RJS-51-RJ,"-22:08:58,660","-40:53:42,744","-22,1496278","-40,8952067",SIRGAS2000,3535,Existe
1-RJS-54-RJ,"-22:34:13,852","-40:30:22,196","-22,5705144","-40,5061656",SIRGAS2000,3496,Existe
1-RJS-56-RJ,"-21:35:39,402","-40:23:13,710","-21,5942783","-40,3871417",SIRGAS2000,5000,Existe
1-RJS-57-RJ,"-21:29:37,988","-40:32:41,376","-21,4938856","-40,5448267",SIRGAS2000,4202,Existe
1-RJS-5B-RJ,"-22:12:16,638","-40:23:13,531","-22,2046217","-40,3870919",SIRGAS2000,3897,Existe
1-RJS-65-RJ,"-22:43:51,509","-40:46:02,229","-22,7309747","-40,7672858",SIRGAS2000,3450,Existe
1-RJS-71-RJ,"-22:19:02,752","-40:55:56,251","-22,3174311","-40,9322919",SIRGAS2000,3508,Existe
1-RJS-72-RJ,"-24:05:50,868","-43:42:47,023","-24,0974633","-43,7130619",SIRGAS2000,2759,Existe
1-RJS-77-RJS,"-21:35:54,695","-40:40:49,725","-21,5985264","-40,6804792",SIRGAS2000,3067,Existe
1-RJS-7-RJS,"-22:13:51,107","-40:06:19,235","-22,2308631","-40,1053431",SIRGAS2000,3949,Existe
1-RPO-1-SE,"-10:53:57,348","-37:00:45,710","-10,8992633","-37,0126972",SIRGAS2000,1860,Existe
1-SCS-1-SC,"-27:21:33,892","-47:20:19,992","-27,3594144","-47,3388867",SIRGAS2000,4226,Existe
1-SES-26-SE,"-10:44:17,274","-36:47:57,716","-10,7381317","-36,7993656",SIRGAS2000,2535,
1-SES-33-SE,"-11:08:33,426","-36:54:11,770","-11,1426183","-36,9032694",SIRGAS2000,3382,
1-SPS-5-SP,"-25:23:34,359","-45:03:53,198","-25,3928775","-45,0647772",SIRGAS2000,4441,Existe
1-SPS-7-SPS,"-24:15:10,129","-44:20:10,858","-24,2528136","-44,3363494",SIRGAS2000,4794,Existe
1-SPS-9-SP,"-25:51:13,932","-45:36:35,098","-25,8538700","-45,6097494",SIRGAS2000,5003,Existe
1-SRL-2-SE,"-10:39:03,308","-37:11:30,273","-10,6509189","-37,1917425",SIRGAS2000,927,
1-SZ-1-SE,"-10:38:23,689","-37:05:15,635","-10,6399136","-37,0876764",SIRGAS2000,535,
1-TC-1-SE,"-10:53:14,767","-37:15:39,664","-10,8874353","-37,2610178",SIRGAS2000,"1165,2",Existe
1-VCG-1-SE,"-10:30:12,211","-36:29:35,227","-10,5033919","-36,4931186",SIRGAS2000,2595,
1-WSC-1-SE,"-11:01:55,176","-37:13:33,671","-11,0319933","-37,2260197",SIRGAS2000,1471,Existe
3-BD-2-RJS,"-22:44:17,392","-40:50:10,278","-22,7381644","-40,8361883",SIRGAS2000,3219,Existe
3-EN-1-RJS,"-22:42:44,667","-40:41:37,361","-22,7124075","-40,6937114",SIRGAS2000,2626,Existe
3-GP-1-RJS,"-22:20:35,799","-40:26:31,332","-22,3432775","-40,4420367",SIRGAS2000,3500,Existe
3-PG-2-RJS,"-22:13:40,843","-40:19:27,948","-22,2280119","-40,3244300",SIRGAS2000,3570,Existe
3-RO-10-SE,"-10:43:28,332","-37:14:46,718","-10,7245367","-37,2463106",SIRGAS2000,1073,Existe
1-ANG-2-SE,"-10:40:09,310","-36:46:07,504","-10,6692528","-36,7687511",SIRGAS2000,2670,
1-APS-52-AP,"+04:01:43,758","-49:43:43,960","04,0288217","-49,7288778",SIRGAS2000,"4698,5",Existe
1-BD-2-SE,"-10:43:19,435","-36:50:44,695","-10,7220653","-36,8457486",SIRGAS2000,2020,
1-BOT-1-SE,"-10:44:26,878","-37:00:20,940","-10,7407994","-37,0058167",SIRGAS2000,994,
1-CAB-2-SE,"-10:49:09,434","-37:01:12,201","-10,8192872","-37,0200558",SIRGAS2000,1225,
1-CAU-3-SE,"-10:55:14,582","-37:06:11,275","-10,9207172","-37,1031319",SIRGAS2000,2155,Existe
1-CAV-2-SE,"-11:01:43,123","-37:10:28,249","-11,0286453","-37,1745136",SIRGAS2000,1585,
1-CES-51-CE,"-02:59:30,324","-39:05:02,564","-02,9917567","-39,0840456",SIRGAS2000,3022,Existe
1-CES-53B-CE,"-02:31:19,558","-39:21:55,353","-02,5220994","-39,3653758",SIRGAS2000,3883,Existe
1-CES-55-CE,"-02:29:41,977","-39:35:50,035","-02,4949936","-39,5972319",SIRGAS2000,3037,
1-CES-66A-CES,"-02:57:52,239","-39:00:16,498","-02,9645108","-39,0045828",SIRGAS2000,2331,Existe
1-CES-74-CE,"-03:06:35,317","-38:55:27,459","-03,1098103","-38,9242942",SIRGAS2000,2426,Existe
1-CES-78-CE,"-02:58:16,306","-39:01:49,417","-02,9711961","-39,0303936",SIRGAS2000,3525,Existe
1-CES-79-CE,"-02:56:21,205","-39:00:11,672","-02,9392236","-39,0032422",SIRGAS2000,3018,Existe
1-CES-80-CE,"-03:00:29,739","-38:59:35,786","-03,0082608","-38,9932739",SIRGAS2000,2623,Existe
1-CES-88-CE,"-02:54:16,493","-39:36:07,685","-02,9045814","-39,6021347",SIRGAS2000,3003,Existe
1-CPL-2-SE,"-10:38:45,941","-36:51:29,462","-10,6460947","-36,8581839",SIRGAS2000,1668,Existe
1-CR-2-SE,"-11:01:19,119","-37:11:18,699","-11,0219775","-37,1885275",SIRGAS2000,3095,Existe
1-ESS-53-ES,"-19:38:38,922","-39:32:59,770","-19,6441450","-39,5499361",SIRGAS2000,4348,Existe
1-ESS-59-ES,"-19:34:12,228","-39:44:00,494","-19,5700633","-39,7334706",SIRGAS2000,3471,Existe
1-ESS-60-ES,"-19:25:34,164","-39:37:27,700","-19,4261567","-39,6243611",SIRGAS2000,4248,Existe
1-ESS-61-ES,"-19:00:38,249","-39:40:01,343","-19,0106247","-39,6670397",SIRGAS2000,2850,Existe
1-ESS-62-ES,"-19:38:15,243","-39:44:39,020","-19,6375675","-39,7441722",SIRGAS2000,2963,Existe
1-ESS-63-ES,"-19:03:33,083","-39:38:19,502","-19,0591897","-39,6387506",SIRGAS2000,3040,Existe
1-FBV-1A-ES,"-19:22:47,916","-39:47:39,856","-19,3799767","-39,7944044",SIRGAS2000,2700,Existe
1-FCL-2-ES,"-19:02:40,038","-39:46:26,170","-19,0444550","-39,7739361",SIRGAS2000,2350,Existe
1-FCS-1-ES,"-19:03:23,157","-39:47:50,395","-19,0564325","-39,7973319",SIRGAS2000,1900,Existe
1-FIC-1-ES,"-19:05:06,026","-39:48:14,000","-19,0850072","-39,8038889",SIRGAS2000,2347,Existe
1-FLA-1-ES,"-19:12:55,281","-39:43:24,532","-19,2153558","-39,7234811",SIRGAS2000,2860,Existe
1-FMT-1-AL,"-10:22:46,296","-36:26:31,020","-10,3795267","-36,4419500",SIRGAS2000,,Existe
1-FPA-1-ES,"-19:11:18,758","-39:47:14,834","-19,1885439","-39,7874539",SIRGAS2000,2758,Existe
1-FSJ-1-SE,"-10:33:58,719","-36:56:46,027","-10,5663108","-36,9461186",SIRGAS2000,2791,
1-FTA-1-ES,"-19:33:25,272","-39:49:07,969","-19,5570200","-39,8188803",SIRGAS2000,3050,Existe
1-GU-2-PA,"-01:20:56,005","-51:25:34,451","-01,3488903","-51,4262364",SIRGAS2000,3718,Existe
1-ICA-1-AM,"-03:33:48,471","-59:17:57,366","-03,5634642","-59,2992683",SIRGAS2000,1998,Existe
1-IP-2-SE,"-11:04:06,636","-37:11:36,179","-11,0685100","-37,1933831",SIRGAS2000,2331,
1-IP-3-SE,"-11:03:27,723","-37:11:32,237","-11,0577008","-37,1922881",SIRGAS2000,2461,
1-IPA-1-SE,"-10:33:04,052","-36:38:06,649","-10,5511256","-36,6351803",SIRGAS2000,2522,
1-LA-1-SE,"-10:47:02,926","-37:11:06,984","-10,7841461","-37,1852733",SIRGAS2000,820,
1-LBM-1-ES,"-19:21:31,558","-39:44:16,883","-19,3587661","-39,7380231",SIRGAS2000,3200,Existe
1-LBV-1-ES,"-19:36:33,876","-39:51:27,578","-19,6094100","-39,8576606",SIRGAS2000,1600,Existe
1-LC-1-SE,"-10:41:35,708","-36:47:40,381","-10,6932522","-36,7945503",SIRGAS2000,1815,
1-LPB-1A-ES,"-19:35:16,498","-39:50:13,521","-19,5879161","-39,8370892",SIRGAS2000,1517,Existe
1-MT-2-AL,"-10:20:41,861","-36:25:33,729","-10,3449614","-36,4260358",SIRGAS2000,,Existe
1-NEJ-1-SE,"-10:20:02,044","-36:46:25,840","-10,3339011","-36,7738444",SIRGAS2000,1400,
1-PQ-1-PA,"-01:53:38,169","-52:21:11,386","-01,8939358","-52,3531628",SIRGAS2000,3041,Existe
1-PRS-2-PR,"-25:50:13,021","-47:25:10,129","-25,8369503","-47,4194803",SIRGAS2000,4233,Existe
1-RJS-126B-RJ,"-21:30:45,308","-40:19:56,658","-21,5125856","-40,3324050",SIRGAS2000,4467,Existe
1-RJS-150-RJS,"-21:40:52,925","-40:45:36,478","-21,6813681","-40,7601328",SIRGAS2000,2225,Existe
1-RJS-163-RJ,"-22:13:01,004","-40:46:31,434","-22,2169456","-40,7753983",SIRGAS2000,3321,Existe
1-RJS-175-RJ,"-21:20:03,537","-40:19:25,389","-21,3343158","-40,3237192",SIRGAS2000,4044,Existe
1-RJS-176-RJ,"-21:57:02,941","-40:15:35,551","-21,9508169","-40,2598753",SIRGAS2000,3776,Existe
1-RJS-192-RJ,"-21:37:25,350","-40:32:46,261","-21,6237083","-40,5461836",SIRGAS2000,3483,Existe
1-RJS-196-RJ,"-22:32:37,554","-40:38:05,231","-22,5437650","-40,6347864",SIRGAS2000,2964,Existe
1-RJS-225-RJ,"-21:34:02,307","-40:40:09,010","-21,5673075","-40,6691694",SIRGAS2000,4026,Existe
1-RJS-231-RJ,"-22:56:19,206","-40:48:41,753","-22,9386683","-40,8115981",SIRGAS2000,3290,Existe
1-RJS-238-RJS,"-22:40:14,805","-40:42:22,036","-22,6707792","-40,7061211",SIRGAS2000,2554,Existe
1-RJS-241A-RJ,"-22:09:43,044","-40:16:48,940","-22,1619567","-40,2802611",SIRGAS2000,3420,Existe
1-RJS-250A-RJ,"-22:08:10,676","-40:03:59,778","-22,1362989","-40,0666050",SIRGAS2000,3455,
1-RJS-262-RJS,"-22:39:39,317","-40:49:20,608","-22,6609214","-40,8223911",SIRGAS2000,3238,Existe
1-RJS-267-RJS,"-21:39:44,003","-40:44:08,933","-21,6622231","-40,7358147",SIRGAS2000,2200,Existe
1-RJS-275-RJ,"-23:11:04,136","-41:08:09,472","-23,1844822","-41,1359644",SIRGAS2000,2265,Existe
1-RJS-277-RJS,"-22:18:11,332","-40:17:20,857","-22,3031478","-40,2891269",SIRGAS2000,3550,Existe
1-RJS-283-RJ,"-22:19:04,076","-40:22:03,786","-22,3177989","-40,3677183",SIRGAS2000,3389,Existe
1-RJS-284-RJ,"-22:39:53,134","-40:32:52,794","-22,6647594","-40,5479983",SIRGAS2000,3059,Existe
1-RJS-292-RJ,"-22:00:55,447","-40:32:44,532","-22,0154019","-40,5457033",SIRGAS2000,4170,Existe
1-RJS-297-RJ,"-22:08:19,890","-39:59:17,918","-22,1388583","-39,9883106",SIRGAS2000,3632,Existe
1-RJS-299-RJS,"-22:32:03,950","-40:31:01,035","-22,5344306","-40,5169542",SIRGAS2000,3237,Existe
1-RJS-300A-RJ,"-22:26:08,288","-40:33:20,056","-22,4356356","-40,5555711",SIRGAS2000,3260,Existe
1-RJS-327-RJ,"-21:52:27,076","-40:44:19,276","-21,8741878","-40,7386878",SIRGAS2000,4126,Existe
1-RJS-332B-RJ,"-22:07:03,740","-40:03:41,160","-22,1177056","-40,0614333",SIRGAS2000,3600,Existe
1-RJS-98-RJ,"-21:50:08,364","-40:25:31,089","-21,8356567","-40,4253025",SIRGAS2000,4501,Existe
1-RU-2-AM,"-04:45:00,941","-59:35:36,938","-04,7502614","-59,5935939",SIRGAS2000,1737,Existe
1-SD-1-AC,"-08:10:45,163","-73:22:36,371","-08,1792119","-73,3767697",SIRGAS2000,,Existe
1-SES-63-SE,"-11:02:09,397","-36:56:16,051","-11,0359436","-36,9377919",SIRGAS2000,3850,
1-SES-65-SE,"-10:58:36,874","-36:55:27,371","-10,9769094","-36,9242697",SIRGAS2000,2850,
1-SES-70-SE,"-10:56:39,583","-36:41:05,815","-10,9443286","-36,6849486",SIRGAS2000,3990,
1-SES-74-SE,"-10:58:36,705","-36:53:12,914","-10,9768625","-36,8869206",SIRGAS2000,3014,
1-SES-76A-SE,"-11:02:31,560","-36:55:43,423","-11,0421000","-36,9287286",SIRGAS2000,2500,
1-SES-78-SE,"-11:11:22,799","-37:03:52,610","-11,1896664","-37,0646139",SIRGAS2000,3132,
1-SES-82-SE,"-10:42:34,043","-36:32:58,565","-10,7094564","-36,5496014",SIRGAS2000,3758,
1-SES-83-SE,"-10:37:28,009","-36:35:32,334","-10,6244469","-36,5923150",SIRGAS2000,"2788,5",
1-SES-86B-SE,"-11:01:50,731","-36:48:26,342","-11,0307586","-36,8073172",SIRGAS2000,3582,
1-SES-90-SE,"-10:56:05,396","-36:45:49,540","-10,9348322","-36,7637611",SIRGAS2000,3725,
1-SP-1-ES,"-18:56:40,889","-39:49:28,134","-18,9446914","-39,8244817",SIRGAS2000,1922,Existe
1-SPS-19-SP,"-25:21:42,926","-45:31:00,409","-25,3619239","-45,5167803",SIRGAS2000,5103,Existe
1-SPS-20-SP,"-25:14:33,639","-45:15:51,615","-25,2426775","-45,2643375",SIRGAS2000,4860,Existe
1-SPS-22-SP,"-24:56:43,315","-45:42:43,736","-24,9453653","-45,7121489",SIRGAS2000,3434,Existe
1-SPS-23-SP,"-24:49:09,356","-45:34:36,706","-24,8192656","-45,5768628",SIRGAS2000,4423,Existe
1-SPS-24-SP,"-25:31:59,947","-46:34:29,382","-25,5333186","-46,5748283",SIRGAS2000,4663,Existe
3-BD-13-RJS,"-22:42:04,591","-40:50:44,242","-22,7012753","-40,8456228",SIRGAS2000,3144,Existe
3-CM-39-SES,"-10:57:06,400","-36:58:01,130","-10,9517778","-36,9669806",SIRGAS2000,2494,
3-CP-895-SE,"-10:46:19,558","-37:01:01,535","-10,7720994","-37,0170931",SIRGAS2000,"1132,1",
3-CRP-9-RJS,"-22:15:06,000","-40:23:30,712","-22,2516667","-40,3918644",SIRGAS2000,3474,Existe
3-GA-50-SES,"-11:06:56,478","-37:00:36,190","-11,1156883","-37,0100528",SIRGAS2000,2015,
3-PM-12-RJS,"-22:46:52,121","-40:46:09,641","-22,7811447","-40,7693447",SIRGAS2000,3415,Existe
3-RJS-244-RJS,"-22:45:48,635","-40:44:37,222","-22,7635097","-40,7436728",SIRGAS2000,3300,Existe
3-RJS-248-RJ,"-22:42:33,796","-40:47:05,071","-22,7093878","-40,7847419",SIRGAS2000,3400,Existe
3-SES-69-SES,"-10:38:04,454","-36:33:27,244","-10,6345706","-36,5575678",SIRGAS2000,2849,
6-PDM-8-SE,"-10:34:55,276","-36:38:42,082","-10,5820211","-36,6450228",SIRGAS2000,2514,
1-ALS-38-AL,"-10:26:02,974","-36:19:36,032","-10,4341594","-36,3266756",SIRGAS2000,,
1-BI-2-ES,"-19:07:13,926","-39:44:55,662","-19,1205350","-39,7487950",SIRGAS2000,2452,Existe
1-BI-3-ES,"-19:08:19,908","-39:44:38,515","-19,1388633","-39,7440319",SIRGAS2000,2813,Existe
1-BR-1A-PA,"-02:38:53,525","-54:54:05,437","-02,6482014","-54,9015103",SIRGAS2000,3376,Existe
1-CES-101-CE,"-03:11:54,226","-38:31:26,291","-03,1983961","-38,5239697",SIRGAS2000,3820,Existe
1-CES-66DA-CES,"-02:57:52,473","-39:00:13,027","-02,9645758","-39,0036186",SIRGAS2000,2359,Existe
1-CES-96A-CE,"-02:45:14,699","-39:24:08,762","-02,7540831","-39,4024339",SIRGAS2000,3221,Existe
1-CES-97-CE,"-02:55:58,852","-39:17:22,665","-02,9330144","-39,2896292",SIRGAS2000,2673,
1-CMO-1-ES,"-18:39:14,945","-39:46:19,733","-18,6541514","-39,7721481",SIRGAS2000,1506,Existe
1-ESS-64-ESS,"-21:32:40,618","-40:07:19,775","-21,5446161","-40,1221597",SIRGAS2000,3912,Existe
1-FBE-1-ES,"-19:11:07,614","-39:45:36,167","-19,1854483","-39,7600464",SIRGAS2000,2630,Existe
1-FC-2-SE,"-10:33:22,651","-37:01:07,124","-10,5562919","-37,0186456",SIRGAS2000,2764,
1-FCA-1-ES,"-19:25:06,911","-39:45:18,466","-19,4185864","-39,7551294",SIRGAS2000,2300,Existe
1-FI-1-ES,"-19:33:54,835","-39:48:21,850","-19,5652319","-39,8060694",SIRGAS2000,1962,Existe
1-IU-1-PA,"-01:33:25,304","-51:58:29,309","-01,5570289","-51,9748081",SIRGAS2000,3567,Existe
1-LAR-1C-ES,"-19:34:50,504","-39:51:44,654","-19,5806956","-39,8624039",SIRGAS2000,1484,Existe
1-LT-1-AM,"-03:29:39,891","-59:51:32,018","-03,4944142","-59,8588939",SIRGAS2000,1907,Existe
1-MT-1-AM,"-03:21:52,248","-59:22:55,141","-03,3645133","-59,3819836",SIRGAS2000,1643,Existe
1-PTG-1-AL,"-10:24:37,619","-36:24:05,196","-10,4104497","-36,4014433",SIRGAS2000,,
